isic_code,isic_level,section,activity_title,aml_rating,risk_score,risk_theme,risk_drivers,cdd_edd,controls,rule_id,rule_basis,notes,source_url
9312,Class,S,Activities of sports clubs,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9319,Class,S,Other sports activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
932,Group,S,Amusement and recreation activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9321,Class,S,Activities of amusement parks and theme parks,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9329,Class,S,Other amusement and recreation activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
T,Section,T,Other service activities,Medium,2,Other services,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
94,Division,T,Activities of membership organizations,Medium,2,Other services,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
941,Group,T,"Activities of business, employers and professional membership organizations",Medium,2,Other services,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9411,Class,T,Activities of business and employers membership organizations,Medium,2,Other services,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9412,Class,T,Activities of professional membership organizations,Medium,2,Other services,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
942,Group,T,Activities of trade unions,Medium,2,Other services,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9420,Class,T,Activities of trade unions,Medium,2,Other services,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
949,Group,T,Activities of other membership organizations,Medium,2,Other services,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
