rakez_code,activity_name,description,licence_type,activity_group,isic_code,isic_title,isic_level,aml_rating,risk_score,risk_theme,cdd_edd,matched_rules,prohibited,zone,source,mapping_basis
1513-04,Tomato Paste Manufacturing,"Includes making tomato paste by cooking tomatoes to reduce moisture, then straining them to remove the seeds and skin, and cooking them again to produce the thick paste",Industrial,Food industries,151,"Tanning, dyeing, dressing of leather and fur; manufacture of luggage, handbags, saddlery and harness",Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 1513-04 → ISIC 151 (Group)
242409,Tooth & Mouth Care Products Manufacturing,"Includes manufacturing the preparations for oral hygiene, including denture adhesive cream, cushions, pastes, cleansing tablets, brushes, dental plate powder, teeth whiteners, also, oral solutions, mouth moisturizes, mouthwash, mouth and throat rinse.",Industrial,Manufacturing of chemicals,242,Manufacture of basic precious and other non-ferrous metals,Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 242409 → ISIC 242 (Group)
7414-11,Tourism & Recreation Consultants,"Includes specialized firms engaged in preparing marketing and feasibility studies along with the required surveys and field questionnaires, involving identifying opportunities for new tourist facilities and services, business plans and project evaluations programs, project management.",Service,Tourism Activites,741,Specialized design activities,Group,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 7414-11 → ISIC 741 (Group)
741411,Tourism and Recreation Consultants,"Includes specialized firms engaged in preparing marketing and feasibility studies along with the required surveys and field questionnaires, involving identifying opportunities for new tourist facilities and services, business plans and project evaluations programs, project management.",Service,Tourism Activites,741,Specialized design activities,Group,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 741411 → ISIC 741 (Group)
RAKEZ /2017/08,Tourism Consultancy,Tourism Consultancy,Service,Tourism Activites,?,Unresolved — manual ISIC mapping,Unresolved,Medium,2,Tourism Activites,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,Theme / group heuristic — ISIC parent not resolved
6304-08,Tourist Guiding Services,"Includes firms providing tourist guiding services by arranging guided visits to tourist destinations in Dubai or all over U.A.E., or to supply other tourist firms with tour guides on demand. These guides are licensed by the Department of Tourism and Commerce Marketing provided that they hold the right tourist qualifications.",Service,Tourism Activites,63,"Computing infrastructure, data processing, hosting, and other information service activities",Division,Medium,2,Telecom / IT / digital services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 6304-08 → ISIC 63 (Division)
172104,Towels Manufacturing,"Includes manufacturing the absorbent textile towels are made from cotton, rayon and are used for drying or wiping.",Industrial,Manufacturing of garments and rugs,17,Manufacture of paper and paper products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 172104 → ISIC 17 (Division)
513933,Toys & Games Trading,"Includes reselling children’s toys and dolls, manual, electric or electronic games, bicycles, cars, boats, airplanes and other toys for children use.",Commercial,Ready made garments qroup,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 513933 → ISIC 51 (Division)
7411-05,Trade Marks Registration Agent,"Includes offices specialized in preparing documents, completing legal and technical requirements and formalities to register trademarks with the competent authorities and obtaining the due certificates.",Service,Legal services,741,Specialized design activities,Group,High,3,Professional / technical services,Enhanced Due Diligence (EDD),H05,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 7411-05 → ISIC 741 (Group)
514109,Trading Crude Oil Abroad,Includes the trading process carried outside the UAE for the crude oil before processing and refining into more useful products.,Commercial,Fuel and petroleum products trading,51,Air transport,Division,High,3,Transportation / storage,Enhanced Due Diligence (EDD),H08,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 514109 → ISIC 51 (Division)
514110,Trading Refined Oil Products Abroad,"Includes the trading process carried outside the UAE for the oil products derived from converting crude oil in refineries, such as gasoline, kerosene, diesel, fuel oil",Commercial,Fuel and petroleum products trading,51,Air transport,Division,High,3,Transportation / storage,Enhanced Due Diligence (EDD),H08,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 514110 → ISIC 51 (Division)
809004,Traffic Awareness Institute,"includes enhancing driving conducts and approaches, promotes traffic understanding to be conducive to driving safety and traffic awareness, encourages the sense of resposibility for others, finds an ideal driver obedient with the traffic regulations. These institutes are not allowed to teach driving techniques. Educational Training Instititute /",Educational,consultancy,80,Investigation and security activities,Division,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 809004 → ISIC 80 (Division)
514213,Traffic Signs & Requisites Trading,"Includes reselling of signboards in streets, roads and public squares to guide cars and pedestrians, whether all or partially non -metallic, also, traffic signals in streets and pedestrians crossings.",Commercial,Metals & its products trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 514213 → ISIC 51 (Division)
289903,Traffic Signs Manufacturing,"Includes manufacturing traffic signs made of aluminum, sheet iron or other materials, used for road directions or traffic instructions, also guiding signs in public places and facilities, shops, hospitals, hotels, banks, parks, governmental offices and others.",Industrial,Other metal indusries,28,Manufacture of machinery and equipment n.e.c.,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 289903 → ISIC 28 (Division)
342002,Trailers Manufacturing,Includes manufacturing the unpowered trailers which are pulled by a powered vehicle and which are used for transport of goods and materials or as mobile homes.,Industrial,"Manufacture of motor vehicles, motorcycles & its spare parts",C,Manufacturing,Section,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,Activity name title match → ISIC C
503005,Trailers Trading,Includes reselling attached to trucks for transporting cargo and containers.,Commercial,Trading in motor vehicles and motorcysles,50,Water transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 503005 → ISIC 50 (Division)
519030,Trains & Railways Construction & Fabrication Equipment Trading & Maintenance,"Includes reselling specialized parts of railway construction and locomotives and rolling Stock maintenance, such as machines and supplies of welding, cutting, grinding, fabrication, power wire, signaling, clips, fasteners, axles and wheels, brakes, hooks and coupling devices, buffers, shock absorbers, wagon and locomotive frames, bodies, corridor connections.",Commercial,Mechanical & engineering equipment trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,MH05,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 519030 → ISIC 51 (Division)
515972,Trains Spare Parts & Components Trading,"Includes reselling specialized parts of railway locomotives and rolling Stock, such as axles and wheels, brakes, hooks and coupling devices, buffers, shock absorbers, wagon and locomotive frames, bodies, corridor connections.",Commercial,Mechanical & engineering equipment trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 515972 → ISIC 51 (Division)
100056,Transit Entertainment,Transit Entertainment,Media,Production (Film/ TV and Radio),10,Manufacture of food products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 100056 → ISIC 10 (Division)
RAKEZ /2017/47,Translation & Languages Professional Individual Works,,Individual / Professional,Others fields,N,"Professional, scientific and technical activities",Section,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,Activity name title match → ISIC N
741401,Transport Consultancies,"Includes firms specialized in providing consultancies and studies on transport as regarding the means for smooth traffic flow, the effect of big projects on traffic, traffic lights timing control, advising on alternative streets and way outs at events times (exhibitions, competitions), fix the crossings and exits for the services streets.",Service,"Consultancy -D- management, information and marketing",741,Specialized design activities,Group,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 741401 → ISIC 741 (Group)
361010,Transport Furniture Manufacturing,"Includes manufacturing seats and furniture fixed in airplanes, vehicles, yachts, ships and others.",Industrial,"Manufacturing of wood, wood products and Furniture",36,"Water collection, treatment and supply",Division,Medium,2,Water / waste / remediation,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 361010 → ISIC 36 (Division)
809048,Transport Services Training,"Includes providing training on operating, navigating and directing ships and other forms of transportation, including, related communication programs, crane operation, navigation technologies, postal service, railway operation, no aviation training is involved Educational Training Instititute /",Educational,consultancy,80,Investigation and security activities,Division,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,MH01,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 809048 → ISIC 80 (Division)
